,Address,Description,FeatureCount,Fee,Langtitude,Latitude,LengthOfVisit,MuseumName,PhoneNum,Rank,Rating,ReviewCount,TotalThingsToDo,Country,State,RankPercentage,Ancient Ruins,Architectural Buildings,Arenas & Stadiums,Art Galleries,Art Museums,Auto Race Tracks,Ballets,Battlefields,Biking Trails,Bodies of Water,Bridges,Castles,Cemeteries,Children's Museums,City Tours,Classes & Workshops,Coffeehouses,Concerts & Shows,Cultural Tours,Educational sites,Factory Tours,Flea & Street Markets,Food & Drink,Fun & Games,Gardens,Geologic Formations,Gift & Specialty Shops,Government Buildings,Historic Sites,Historic Walking Areas,Historical & Heritage Tours,History Museums,Islands,Lessons & Workshops,Libraries,Lighthouses,"Literary, Art & Music Tours",Lookouts,Military Bases & Facilities,Military Museums,Mines,Monuments & Statues,Movie Theaters,Museums,National Parks,Natural History Museums,Nature & Parks,Nature & Wildlife Areas,Neighborhoods,Night Tours,Nightlife,Observation Decks & Towers,Observatories & Planetariums,Other Fun & Games,Other Outdoor Activities,Outdoor Activities,Piers & Boardwalks,Playgrounds,Points of Interest & Landmarks,Private Tours,Sacred & Religious Sites,Scenic Railroads,Scenic Walking Areas,Science Museums,Self-Guided Tours & Rentals,Ships,Shopping,Sights & Landmarks,Specialty Museums,Sports Complexes,State Parks,Theaters,Tours,Tramways,Transportation,Traveler Resources,Valleys,Visitor Centers,Volcanos,Walking Tours,Wineries & Vineyards,Zipline & Aerial Adventure Parks,Zoos & Aquariums,on display,gift shop,rainy day,couple of hours,all ages,special exhibits,few hours,two hours,exhibits,well worth a visit,permanent collection,worth a visit,free admission,audio guide,beautiful building,great collection,information,interesting exhibits,entrance fee,great for kids,interactive exhibits,hands on activities,great exhibits,great place to visit,interactive displays,guided tour,well worth the visit,whole family,kids and adults,traveling exhibits,his life,local history,amazing collection,free entry,worth the trip,great history,civil war,take your time,nice collection,interesting place,great museum,for sale,art lovers,artifacts,van gogh,audio tour,history,galleries,works of art,natural history,self guided tour,private collection,own pace,sculpture garden,moving experience,three hours,lots of history,modern art,history buff,admission,small museum,step back in time,worth a stop,short film,stuffed animals,walk around,entry fee,great displays,world war,scavenger hunt,across the street,museums,top floor,a lot of fun,history lesson,large collection,eye opening,american history,interesting artifacts,early days,rotating exhibits,extensive collection,three floors,we spent hours,displays,changing exhibits,second floor,collection,old masters,great place to learn,learn something,special exhibitions,suggested donation,old west,chronological order,enjoyed our visit,take pictures,third floor,the lower level,life size,Families_Count,Couples_Count,Solo_Count,Business_Count,Friends_Count,PreciseRating,quote_pol_var,quote_pol_mean,quote_pol_max,quote_pol_min,quote_sub_var,quote_sub_mean,quote_sub_max,quote_sub_min,review_pol_var,review_pol_mean,review_pol_max,review_pol_min,review_sub_var,review_sub_mean,review_sub_max,review_sub_min,descri_pol,descri_sub
642,"6425 SW 6th Ave, Topeka, KS 66615","The striking ""White Buffalo"" sculpture outside offers an inkling of the interesting exhibits inside this museum, including a steam locomotive, a Southern Cheyenne teepee, one of the largest collections of prairie memorabilia in the U.S. and a hands-on children's area.",0,,-95.7747342,39.0562129,1-2 hours ,Kansas Museum of History,17852728681,5,4.5,161,43,USA,WY,11.62790698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,49,35,11,6,25,4.54375,0.11840121,0.429513889,1,0,0.108638479,0.412152778,1,0,0.034818104,0.308447517,0.7,-0.027777778,0.022622561,0.496176304,0.733333333,0.25,0.183333333,0.258333333
643,"5500 Stevens Ave, Minneapolis, MN 55419-1933","The Museum of Russian Art is the only museum in North America devoted to preserving and presenting all forms of Russian art and artifacts. Housed in a beautifully renovated historic building, the Museums multi-level galleries provide a tranquil and intimate setting for TMORAs exhibitions and educational events. Now on view: Women in Soviet Art: focusing on the representation and self-representation of women in Soviet art, this exhibition explores the roles and perspectives of women under the Soviet system from the 1950s1980s.Jewish Life in the Russian Empire: Exhibited for the first time in 1867 at the seminal ethnographic exhibit in Moscow, the photographs depict a unique record of Jewish life in Tsarist Russia. It tells the story of Jewish communities within the Pale of Settlement, a region where permanent residency of Jewish peoples was allowed. Jewish Life in the Russian Empire will be on display in the lower gallery.",0,,-93.2759441,44.903428,,The Museum of Russian Art,(612) 821-9045,15,4.5,237,198,USA,NY,7.575757576,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37,75,25,4,73,4.654008439,0.050123307,0.246458333,0.775,0,0.131000694,0.510833333,1,0,0.019108725,0.245265182,0.51875,0.071428571,0.026171452,0.496257582,0.852,0.25,0.1071875,0.272708333
644,"125 N Front St, Memphis, TN 38103-1713","History museum detailing the Mississippi River history, located in Mud Park. ",1,,-90.0528575,35.1487317,,Mississippi River Museum at Mud Island,"800-507-6507, 901-576-7241",28,4,183,147,USA,TN,19.04761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,49,7,3,13,4.167664671,0.102000646,0.465795455,1,0,0.154109504,0.606363636,1,0,0.024378404,0.463068756,0.803333333,0.25,0.02965683,0.56527417,0.8375,0.2,0,0
645,"1350 El Prado, Balboa Park, San Diego, CA 92101-1616","The San Diego Museum of Man is your museum! Join the hundreds of thousands of people each year who come to see its exhibits on beer, monsters, torture, race, human and primate evolution, and more. You can also experience one of most important ancient Egyptian collections in the United States, which includes authentic Egyptian mummies, an exceptionally rare child sarcophagus, and one of the world's few surviving examples of Nefertiti's cartouche. Also, for the first time in 80 years, we are now offering guided tours of the California Tower - one of San Diego's most iconic landmarks. Tower tour tickets are timed like theater tickets, so be sure to purchase tickets in advance to secure your desired date and time.",0,,-117.1523773,32.7316202,,San Diego Museum of Man,+1 619-239-2001,88,3.5,240,408,USA,VA,21.56862745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,58,23,1,18,3.647619048,0.151144141,0.169375,0.65,-0.75,0.08088025,0.4815,0.8,0,0.031019122,0.283775124,0.6,-0.044642857,0.012537544,0.505772193,0.7,0.35,0.345833333,0.556018519
646,"11701 International Dr, Orlando, FL 32821-7370","Welcome to Orlando's sweetest attraction, the World of Chocolate Museum and Caf. Come here and explore the fascinating history of the world's best-loved confection. Feast your eyes on our collection of chocolate sculptures. There's so much to see and do here -- chocolate-making workshops, exhibits, the delicious World of Chocolate Caf -- and of course, free tastings of many of the world's gourmet chocolates. Deliciously Different. Delightfully fun. That's the World of Chocolate Museum and Caf. Come join us!",0,,-81.4648373,28.3938417,,World of Chocolate Museum and Cafe,+1 407-778-4871,9,4.5,517,109,USA,WI,8.256880734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,159,28,4,82,4.369047619,0.089326099,0.274888889,0.8,-0.241666667,0.129617111,0.502,1,0,0.020244057,0.340605238,0.595,0.12875,0.014027723,0.591457856,0.792045455,0.4075,0.496875,0.63125
647,"351 Farmington Ave, Hartford, CT 06105-6400","The Mark Twain House & Museum, a National Historic Landmark in Hartford, Connecticut, was the home of America's greatest author, Samuel Clemens (a.k.a. Mark Twain) and his family from 1874 to 1891. It is also where Twain lived when he wrote his most important works, including Adventures of Huckleberry Finn, The Adventures of Tom Sawyer, The Prince and The Pauper and A Connecticut Yankee in King Arthur's Court. A stunning example of Picturesque Gothic architecture, the 25-room home features a dramatic grand hall, a lush glass conservatory, a grand library and the handsome billiard room where Twain wrote his famous books.",0,,-72.7014355,41.7670944,2-3 hours ,The Mark Twain House & Museum,+1 860-247-0998,1,4.5,943,58,USA,TX,1.724137931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,275,59,27,177,4.590413943,0.133254321,0.335555556,1,-0.2,0.146624691,0.447777778,1,0,0.035481436,0.363402741,0.75,0.05,0.015184128,0.597342854,0.75,0.326787879,0.36969697,0.763636364
648,"3624 N 74th East Ave, Tulsa, OK 74115-3622","Tulsa's rich aviation history is traced through such exciting exhibits as the F14 Tomcat, Shuttle Launch, Wind Tunnel and Flight Simulation Lab.",0,,-95.895848,36.2064271,,Tulsa Air and Space Museum,918-834-9900,16,4,203,110,USA,TN,14.54545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,32,8,4,26,3.924242424,0.205864325,0.225757576,1,-0.75,0.092866162,0.491666667,1,0,0.032108857,0.34390368,0.60625,0.035714286,0.016879003,0.462295575,0.68,0.2,0.225,0.683333333
649,"5210 W Irlo Bronson Memorial Hwy, Kissimmee, FL 34746-5346",,2,,-81.4927013,28.3322404,1-2 hours ,Museum of Military History,407-507-3894,10,4.5,148,73,USA,OH,13.69863014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,39,6,0,7,4.646551724,0.141504493,0.553632479,1,-0.077777778,0.0765349,0.661111111,1,0.2,0.017052735,0.247538682,0.578125,0.115,0.021547606,0.409879969,0.716666667,0.24,,
650,"Winery Square, 461 Brookside Village Way, Gatlinburg, TN 37738","The collection consists of more than 20,000 Salt and Pepper Shakers from all over the world. A labor of love of collecting for more than 30 years. See the amazing variety of animals, vegetables, people and other colorful shapes, and the creativity of all the artists that created them. Great fun for all ages!",0,,-83.5024736,35.7162298,,Salt and Pepper Shaker Museum,+1 865-430-5515,23,4.5,314,107,USA,MO,21.4953271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,126,9,0,34,4.356687898,0.139072616,0.369739583,1,-0.166666667,0.099225,0.588333333,1,0,0.022882035,0.288230847,0.5,0.078333333,0.009951026,0.565981241,0.73625,0.338888889,0.43125,0.528125
651,"2100 Collins Ave, Miami Beach, FL 33139-1919","The Bass Museum of Art presents contemporary art to excite, challenge and educate. Galleries are closed for construction and will reopen in late 2016. During the renovation of its interior spaces, the museum is presenting a series of artist projects as bassX. The bassX gallery is located in a pop-up gallery space within the Miami Beach Public Library across the street at 227 22nd St, Miami Beach. Education programs and members events are also based in the Library. The Bass will reopen in late 2016.",0,,-80.1291437,25.7962783,,Bass Museum of Art,+1 305-673-7530,44,4,171,114,USA,FL,38.59649123,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,33,18,5,16,3.787037037,0.079972237,0.173295455,0.875,-0.1,0.064647612,0.302272727,0.625,0,0.085064372,0.180711015,0.78,-0.411666667,0.020262844,0.550101605,1,0.428571429,-0.119047619,0.361904762
652,"369 E 1st St, Little Tokyo, Los Angeles, CA 90012-3901",,1,Yes ,-118.238563,34.049739,1-2 hours ,Japanese American National Museum,213 625 0414,44,4.5,201,502,USA,FL,8.764940239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,17,11,6,18,4.488235294,0.079687891,0.214791667,0.8,-0.177083333,0.151858333,0.406666667,1,0,0.016800268,0.22242152,0.375,-0.025,0.014951032,0.43413456,0.578095238,0.14,,
653,"2730 Randolph Rd, Charlotte, NC 28207-2012","Located in what was the original branch of the United States Mint, Mint Museum Randolph opened in 1936 in Charlottes Eastover neighborhood as the states first art museum. Today, in a beautiful park setting, intimate galleries invite visitors to engage with the art of the ancient Americas, ceramics and decorative arts, fashion, European and African art, among other collections. Resources include a reference library with over 18,000 volumes, a theater featuring lectures and performances, and a museum shop offering merchandise that complements both the permanent collection and special exhibitions.",0,,-80.8146518,35.1973289,,Mint Museum Randolph,17043372000,34,4.5,104,165,USA,CA,20.60606061,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,22,5,8,17,4.405940594,0.203700501,0.322589286,1,-0.3,0.141503055,0.471825397,1,0,0.029210736,0.389228692,0.65,0.15,0.01235621,0.550439785,0.76,0.3125,0.238392857,0.453720238
654,"4800 W Gates Pass Rd, Tucson, AZ 85745-9600","Highlights the diversity of animals world wide. Explains the role of science-based wildlife management for sustainable-use conservation, with emphasis on the role of hunting in biologically responsible wildlife management. Animals are displayed both by taxonomic group and in realistic dioramas which highlight the habitats in which the animals live. The museum has many touchable specimens on display. Insects including butterflies, moths and beetles are featured, as well as mammals, birds and some reptiles.All exhibits are indoors and the facility is air-conditioned. Wildlife movies run hourly from 10 am until 4 pm.",0,,-111.0667563,32.2343854,,International Wildlife Museum,15206290100,24,4.5,198,265,USA,FL,9.056603774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,56,14,3,18,4.361256545,0.146367941,0.223106061,1,-0.166666667,0.115228134,0.427651515,1,0,0.031769066,0.367455908,0.640625,0.057291667,0.025613222,0.542500551,0.816666667,0.2375,0.180606061,0.456666667
655,"400 Main St, Point Pleasant, WV 25550-1117",,0,,-82.13863,38.842756,,Mothman Museum,+1 304-812-5211,1,4.5,149,6,USA,WA,16.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,47,5,2,22,4.371621622,0.058505261,0.331319444,0.733333333,0,0.095980377,0.414513889,0.966666667,0,0.0428435,0.225208907,0.616666667,-0.1625,0.02496164,0.460664601,0.733333333,0.166666667,,
656,"2060 Airport Rd SW, Huntsville, AL 35801-5338","Located in Huntsville Alabama, The U.S. Veterans Memorial Museum is one of the premier military museums in the world. The exhibits of memorabilia, artifacts, and military equipment range from the American Revolutionary War to present day. Included in the collection are many rare and important artifacts including the oldest surviving jeep: the Ford Pygmy.",0,,-86.5822624,34.6901008,,U.S. Veterans Memorial Museum,+1 256-883-3737,4,5,161,70,USA,UT,5.714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,25,19,7,25,4.754716981,0.166851874,0.314487179,1,-0.166666667,0.098665878,0.297948718,0.8,0,0.014633474,0.26507659,0.540625,0.121794872,0.009589198,0.467152639,0.69375,0.34375,0.142857143,0.371428571
657,"2nd St btwn 1st & Capitol Mall, Sacramento, CA 95814","This historic area of restored buildings, museums and novelty shops brings life to the Sacramento waterfront.",0,,-121.5015785,38.5786754,,Old Sacramento,916 808-7059 ,6,4,1955,160,USA,FL,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,432,103,122,270,4.123863636,0.040933949,0.190340909,0.7,0,0.078716349,0.297685185,0.8,0,0.016166532,0.281644571,0.55,0.144444444,0.009312284,0.466717172,0.6625,0.35,0,0
658,"206 N Highland St, Mount Dora, FL 32757","We hope these photos will help give you a peek at the inside this private Museum. Your visit here is a chance to 'take a Dejavu trip' through Time, walk through our 7,000 sq. ft. facility, and enjoy some of America's Finest Classic American Muscle Cars, Collectible Foreign Cars like Porsche and sometimes Ferrari.""Professional"" Cars (Hearse & Ambulance),and lo-mile Old-Timers from the 30's-40's-50's, '66-'67 Shelby's, Mid-Year Vette's, 2-Cobra's, Classic Trucks,Ford Woodie,1959 Cadillac Eldorado and occasionally a 'Rat Rod'~ all make appearances here. Antiques for sale in the Gift Shoppe. Experience a HUGE 46+ Year collection of NEON Signs, Vintage Porcelain Advertising Signs, Gas Pumps, Air Towers, Jukeboxes, Cola Machines, and Pedal Cars/Strollers & 1/4 & FULL Midget Race Cars. There's even a display of Autographed Guitars w/Backstage Passes from famous 'Rockers' & Country Artists: including Stevie Ray Vaughan, Jeff Beck, Eric Clapton, Aerosmith, Ozzy Ozbourne, Bon Jovi, The Rolling Stones' Ron Wood, Don Henley & His group, Billy Ray Cyrus, Graham Nash, George Thorogood, Chicago, Member's of the '99 Lollapalooza Tour, Montgomery & Gentry, & Chet Atkins,Madonna's Autographed underpants, and the entire Cast Signed, Guitar from A&E TV's ""Pawn Stars"" including 'ChumLee' & the ""Old Man"", plus a new display on TV's ""Duck Dynasty"" featuring Taxidermy, life size stand-up's of all the characters, ""Si's Tea Glass"" and more! Plus, see Brooke Burke Autographed Guitar (former: ""Dancing w/The Stars""). We also added for the Ladies; Unique Mannequin's with Period Dress covering the 40's-50's-60's: Airline Stewardess/Pilot, Drive-In Girl on Skates,Vintage Gilmore Race Driver, Texaco Attendant, Hippie 'Groupie',Greyhound Bus Driver,and Ambulance Attendant & Nurse, recently added: 4 'working' 50's Black & White TV's with original programs! There is so much to see: Most folks circulate the Museum several times. We even added a 1952 Alan Herschell vintage Amusement Ride called ""Sky Raiders"" on the ceiling![ Please note:Due to damage not covered by insurance we do not permit ANY camera's with removable lenses]. Small cameras & i.phone cameras are welcome. This is an Adult Museum, No Children under 14. By far, The Most Fun Hour+ you can spend in Mt.Dora,Open Saturday by appointment only!",0,,-81.6361041,28.7980285,1-2 hours ,Mount Dora Museum Of Speed,+1 352-385-0049,5,4.5,183,39,USA,GA,12.82051282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,69,11,1,39,4.720670391,0.098855967,0.215097403,1,0,0.108606933,0.335146104,1,0,0.014401346,0.319664376,0.641666667,0.1,0.01247871,0.525706128,0.69,0.3,0.166081774,0.435918004
